Site,715,N_scars,Length,Proximal_width,Medial_width,Distal_width,Thickness_at_medial,Platform_width,Platform_thickness,raw_material,raw_mat_simplified,Chert,Igneous,Other,Quartzite,N,E,Min,Mid,Max,Type,Prop_RT_Core,Count_RT_Core,Elongation,Convergence,PlatformArea,DorsalSA_TwoTrapezoids,Dorsal scar pattern,Region
Wusta,359,7,19.21,11.15,19.12,16.82,6.28,6.87,3.29,chert,Chert,1,0,0,0,27.418,39.397,85,90,95,0,0.221052632,95,1.004707113,1.14,22.6023,317.973525,Centripetal,Arabia
Wusta,360,4,23.09,13.68,22.36,27.2,10.79,8.92,3.26,chert,Chert,1,0,0,0,27.418,39.397,85,90,95,0,0.221052632,95,1.032647585,0.82,29.0792,494.126,Centripetal,Arabia
Wusta,378,4,22.67,14.23,17.39,13.79,5.94,7.39,3.02,chert,Chert,1,0,0,0,27.418,39.397,85,90,95,0,0.221052632,95,1.303622772,1.26,22.3178,355.919,Centripetal,Arabia
Wusta,392,9,24.01,26.03,28.6,33.06,8.37,23.79,10.11,ferruginous quartzite,Quartzite,0,0,0,1,27.418,39.397,85,90,95,0,0.221052632,95,0.83951049,0.87,240.5169,698.030725,Centripetal,Arabia
Wusta,709,5,15.3,8.74,11.47,9.17,2.84,8.52,1.82,chert,Chert,1,0,0,0,27.418,39.397,85,90,95,0,0.221052632,95,1.33391456,1.25,15.5064,156.25125,Centripetal,Arabia
Wusta,715,6,22.24,9.33,16.24,13.8,5.55,9.69,5.45,quartzite,Quartzite,0,0,0,1,27.418,39.397,85,90,95,0,0.221052632,95,1.369458128,1.18,52.8105,309.1916,Centripetal,Arabia
Wusta,716,6,50.66,28.97,26.73,20.26,8.12,29.58,9.16,ferruginous quartzite,Quartzite,0,0,0,1,27.418,39.397,85,90,95,0,0.221052632,95,1.895248784,1.32,270.9528,1300.56885,Centripetal,Arabia
Wusta,x,4,66.3,22.43,34.52,22.88,7.91,9.85,3.59,quartzite,Quartzite,0,0,0,1,27.418,39.397,85,90,95,0,0.221052632,95,1.920625724,1.51,35.3615,1895.35125,Centripetal,Arabia
Wusta,xx11,8,25.09,20.7,25.8,32.68,6.46,9.03,2.33,chert,Chert,1,0,0,0,27.418,39.397,85,90,95,0,0.221052632,95,0.97248062,0.79,21.0399,658.48705,Centripetal,Arabia
Wusta,xx21,9,55.45,23.18,28.68,16.28,6.24,19.85,7.66,quartzite,Quartzite,0,0,0,1,27.418,39.397,85,90,95,0,0.221052632,95,1.933403068,1.76,152.051,1342.16725,Centripetal,Arabia
A5,4296,5,35.58,32.45,27.9,12.18,6.18,32.52,11.67,fine igneous,Igneous,0,1,0,0,10.41667,40.51667,70,75,80,0,0.4,40,1.275268817,2.29,379.5084,893.32485,Other,Africa
ALM-3,130,5,71.77,41.15,45.11,6.18,14.1,30.61,8.69,ferruginous quartzite,Quartzite,0,0,0,1,27.73277778,40.48472222,50,54,58,0,0,24,1.590999778,7.3,266.0009,2467.990875,Other,Arabia
BNS,122,9,46.72,24.76,21.22,3.3,5.42,26.57,6.83,ccs,Other,0,0,1,0,4.8003,35.9666,104,105,106,0,0.204081633,49,2.201696513,6.43,181.4731,823.44,Other,Africa
BNS,432,6,26.22,26.91,27.72,9.62,7.6,28.55,6.73,chert,Chert,1,0,0,0,4.8003,35.9666,104,105,106,0,0.204081633,49,0.945887446,2.88,192.1415,602.86335,Other,Africa
BNS,1015,8,37.83,11.9,24.78,23.05,6.07,9.2,4.78,chert,Chert,1,0,0,0,4.8003,35.9666,104,105,106,0,0.204081633,49,1.526634383,1.08,43.976,799.253325,Other,Africa
JKF-1,847,6,66.57,44.43,36.48,3.83,8.53,45.46,11.32,ferruginous quartzite,Quartzite,0,0,0,1,27.9218,40.80503,50,55,60,0,0.116071429,112,1.824835526,9.52,514.6072,2017.40385,Other,Arabia
Kebara X,171,5,43.86,12.15,22.02,5,4.66,7.15,2.38,chert,Chert,1,0,0,0,34.93,32.56,60,63,65,1,0.269662921,534,1.991825613,4.4,17.017,670.94835,Other,Levant
Kebara X,196,3,40.05,35.32,31.13,2.1,4.09,35.25,7.96,chert,Chert,1,0,0,0,34.93,32.56,60,63,65,1,0.269662921,534,1.286540315,14.82,280.59,998.046,Other,Levant
Kebara X,248,4,61.13,39.9,56.81,15.2,11.52,18.08,4.58,chert,Chert,1,0,0,0,34.93,32.56,60,63,65,1,0.269662921,534,1.07604295,3.74,82.8064,2578.4634,Other,Levant
Kebara X,260,5,30.56,17.2,30.9,1.3,7.04,15.99,4.52,chert,Chert,1,0,0,0,34.93,32.56,60,63,65,1,0.269662921,534,0.988996764,23.77,72.2748,613.492,Other,Levant
Kebara X,321,3,41.29,31.77,29.41,12.1,9.59,,4.77,chert,Chert,1,0,0,0,34.93,32.56,60,63,65,1,0.269662921,534,1.403944237,2.43,0,1060.017525,Other,Levant
Kebara X,351,5,55.49,11.39,21.53,8.67,5.69,7.6,3.18,chert,Chert,1,0,0,0,34.93,32.56,60,63,65,1,0.269662921,534,2.577333953,2.48,24.168,875.6322,Other,Levant
Kebara X,460,5,59.17,23.97,27.65,7.8,8.45,22.53,6.12,chert,Chert,1,0,0,0,34.93,32.56,60,63,65,1,0.269662921,534,2.139963834,3.54,137.8836,1287.982975,Other,Levant
Kebara X,464,4,34.16,30.23,27.99,2.4,5.62,29.74,6.4,chert,Chert,1,0,0,0,34.93,32.56,60,63,65,1,0.269662921,534,1.22043587,11.66,190.336,756.7294,Other,Levant
Kebara X,513,4,47.88,28.42,23.64,4.7,4.14,23.44,3.27,chert,Chert,1,0,0,0,34.93,32.56,60,63,65,1,0.269662921,534,2.025380711,5.03,76.6488,962.388,Other,Levant
Ksar Akil 28A,1535,5,43.45,38.26,30.94,3.96,6.5,32.07,5.7,chert,Chert,1,0,0,0,34.376,35.903,55,63,70,1,0.642276423,123,1.404330963,7.81,182.799,1130.78625,Other,Levant
Ksar Akil 28A,2036,3,36.63,33.94,31.84,10.46,11.02,33.7,10.93,chert,Chert,1,0,0,0,34.376,35.903,55,63,70,1,0.642276423,123,1.150439698,3.04,368.341,989.7426,Other,Levant
Ksar Akil 28A,2066,7,65.62,35.18,34.47,23.01,8.97,34.1,9.73,chert,Chert,1,0,0,0,34.376,35.903,55,63,70,1,0.642276423,123,1.903684363,1.5,331.793,2085.56765,Other,Levant
Ksar Akil 28A,2217,5,60.53,49.86,44.26,6.04,8.25,49.8,4.41,chert,Chert,1,0,0,0,34.376,35.903,55,63,70,1,0.642276423,123,1.367600542,7.33,219.618,2185.43565,Other,Levant
Ksar Akil 28A,2282,3,46.4,32.29,35.99,30.95,9.48,31.18,9.42,chert,Chert,1,0,0,0,34.376,35.903,55,63,70,1,0.642276423,123,1.289247013,1.16,293.7156,1568.552,Other,Levant
Ksar Akil 28A,2542,6,62.49,32.48,37.91,22.05,6.36,29.64,8.13,chert,Chert,1,0,0,0,34.376,35.903,55,63,70,1,0.642276423,123,1.648377737,1.72,240.9732,2036.392875,Other,Levant
MDF-61,92,5,47.53,26.31,31.55,28.19,6.11,25.84,9.01,chert,Chert,1,0,0,0,18.55,45.3,80,85,90,0,0.377990431,209,1.506497623,1.12,232.8184,1397.382,Other,Arabia
MDF-61,1231,5,58.18,31.97,43.07,22.73,10.63,20.24,9.25,chert,Chert,1,0,0,0,18.55,45.3,80,85,90,0,0.377990431,209,1.35082424,1.89,187.22,2048.5178,Other,Arabia
Qafzeh XIX,1,5,33.39,22.19,26.76,11.87,5.66,20.6,1.95,chert,Chert,1,0,0,0,32.69957266,35.28457137,90,95,100,1,0.651685393,89,1.247757848,2.25,40.17,731.07405,Other,Levant
Qafzeh XIX,4,5,65.73,25.81,30.43,10.71,8.9,27.86,3.66,chert,Chert,1,0,0,0,32.69957266,35.28457137,90,95,100,1,0.651685393,89,2.160039435,2.84,101.9676,1600.19685,Other,Levant
Qafzeh XIX,16,4,30.87,25.93,20.77,7,2.03,13.92,3.37,chert,Chert,1,0,0,0,32.69957266,35.28457137,90,95,100,1,0.651685393,89,1.486278286,2.97,46.9104,574.722225,Other,Levant
Qafzeh XIX,32,3,28.79,14.4,23.03,14.75,5.49,11.24,4.81,chert,Chert,1,0,0,0,32.69957266,35.28457137,90,95,100,1,0.651685393,89,1.250108554,1.56,54.0644,541.323975,Other,Levant
Qafzeh XIX,44,4,38.88,16.78,31.32,6.3,5.12,13.02,2.41,chert,Chert,1,0,0,0,32.69957266,35.28457137,90,95,100,1,0.651685393,89,1.24137931,4.97,31.3782,833.1984,Other,Levant
Qafzeh XIX,79,3,40.23,17.87,23.54,15,5.91,8.11,4.56,chert,Chert,1,0,0,0,32.69957266,35.28457137,90,95,100,1,0.651685393,89,1.709005947,1.57,36.9816,804.097125,Other,Levant
Qafzeh XIX,111,5,73.56,24.36,26.28,16,7.27,16.77,4.61,chert,Chert,1,0,0,0,32.69957266,35.28457137,90,95,100,1,0.651685393,89,2.799086758,1.64,77.3097,1708.7988,Other,Levant
Qafzeh XIX,358,5,38.31,24.88,18.79,13,3.23,13.97,5.09,chert,Chert,1,0,0,0,32.69957266,35.28457137,90,95,100,1,0.651685393,89,2.038850452,1.45,71.1073,722.71815,Other,Levant
Qafzeh XIX,372,6,29.96,19.99,25.23,,5.39,19.64,6.58,chert,Chert,1,0,0,0,32.69957266,35.28457137,90,95,100,1,0.651685393,89,1.187475228,,129.2312,527.6705,Other,Levant
Qafzeh XIX,522,9,36.79,25.98,27.04,7.99,6.62,9.99,3.53,chert,Chert,1,0,0,0,32.69957266,35.28457137,90,95,100,1,0.651685393,89,1.360576923,3.38,35.2647,809.839875,Other,Levant
Qafzeh XIX,619,5,42.93,42.43,58.82,38,11.19,41.82,3.91,chert,Chert,1,0,0,0,32.69957266,35.28457137,90,95,100,1,0.651685393,89,0.729853791,1.55,163.5162,2125.786275,Other,Levant
Qafzeh XIX,730,4,22.6,21.77,26.37,23.24,6.03,20.93,5.65,chert,Chert,1,0,0,0,32.69957266,35.28457137,90,95,100,1,0.651685393,89,0.857034509,1.13,118.2545,552.2875,Other,Levant
Qafzeh XIX,735,5,43.46,22.18,28.71,8.91,2.94,20.49,3.77,chert,Chert,1,0,0,0,32.69957266,35.28457137,90,95,100,1,0.651685393,89,1.513758272,3.22,77.2473,961.66115,Other,Levant
Qafzeh XIX,2525,3,20.43,40.7,40.87,27,8.43,39.32,4.67,chert,Chert,1,0,0,0,32.69957266,35.28457137,90,95,100,1,0.651685393,89,0.499877661,1.51,183.6244,763.2648,Other,Levant
Qafzeh XIX,2567,5,29.75,19.64,28.88,10.39,4.21,14.71,2.17,chert,Chert,1,0,0,0,32.69957266,35.28457137,90,95,100,1,0.651685393,89,1.030124654,2.78,31.9207,652.938125,Other,Levant
1017,15,6,76.95,32.9,34.71,14.28,8.2,31.5,9.27,fine igneous,Igneous,0,1,0,0,21.4736,31.04935,65,68,70,0,0.51627907,215,2.216940363,2.43,292.005,2243.0925,Unidirectional,Africa
A5,3835,5,32.65,28.49,22.68,5.2,7.16,30.04,7.41,basalt,Igneous,0,1,0,0,10.41667,40.51667,70,75,80,0,0.4,40,1.439594356,4.36,222.5964,645.245625,Unidirectional,Africa
ALM-3,142,3,53.65,37.65,46.99,34.46,11.49,40.26,12.18,ferruginous quartzite,Quartzite,0,0,0,1,27.73277778,40.48472222,50,54,58,0,0,24,1.141732283,1.36,490.3668,2227.682125,Unidirectional,Arabia
BNS,907,8,44.94,15.33,22.78,15.53,7.06,15.15,6.75,ccs,Other,0,0,1,0,4.8003,35.9666,104,105,106,0,0.204081633,49,1.972783143,1.47,102.2625,858.5787,Unidirectional,Africa
JKF-1,71,4,55.95,28.84,42.26,26.42,10.87,26.25,10.09,ferruginous quartzite,Quartzite,0,0,0,1,27.9218,40.80503,50,55,60,0,0.116071429,112,1.323946995,1.6,264.8625,1955.17275,Unidirectional,Arabia
JKF-1,142,4,49.95,28.22,26.02,8.86,8.11,25.98,10.62,ferruginous quartzite,Quartzite,0,0,0,1,27.9218,40.80503,50,55,60,0,0.116071429,112,1.919677171,2.94,275.9076,1112.886,Unidirectional,Arabia
JKF-1,352,5,76.99,57.74,44.22,5.55,9.73,56.41,17.34,ferruginous quartzite,Quartzite,0,0,0,1,27.9218,40.80503,50,55,60,0,0.116071429,112,1.74106739,7.97,978.1494,2920.423175,Unidirectional,Arabia
JKF-1,571,6,40.14,22.72,27.12,15.63,6.92,19.19,6.76,ferruginous quartzite,Quartzite,0,0,0,1,27.9218,40.80503,50,55,60,0,0.116071429,112,1.480088496,1.74,129.7244,929.14065,Unidirectional,Arabia
JKF-1,811,6,47.01,26.96,34.08,19.33,9.55,27.5,8.89,ferruginous quartzite,Quartzite,0,0,0,1,27.9218,40.80503,50,55,60,0,0.116071429,112,1.379401408,1.76,244.475,1345.073625,Unidirectional,Arabia
JKF-1,S36,5,26.81,17.08,18.49,13.74,5.08,13.3,5.05,quartz,Other,0,0,1,0,27.9218,40.80503,50,55,60,0,0.116071429,112,1.449972958,1.35,67.165,454.4295,Unidirectional,Arabia
JSM-1,780,3,35.47,21.97,23.8,20.06,4.62,17.71,6.98,argilaceous quartzite,Quartzite,0,0,0,1,27.97692724,40.92311408,66,75,84,0,0.109589041,73,1.490336134,1.19,123.6158,794.794025,Unidirectional,Arabia
Kebara X,31,4,36.7,40.4,31.62,29.22,6.21,36.04,2.69,chert,Chert,1,0,0,0,34.93,32.56,60,63,65,1,0.269662921,534,1.160657812,1.08,96.9476,1218.9905,Unidirectional,Levant
Kebara X,75,4,37.7,15.61,18.76,2.3,2.8,13.68,3.31,chert,Chert,1,0,0,0,34.93,32.56,60,63,65,1,0.269662921,534,2.009594883,8.16,45.2808,522.42775,Unidirectional,Levant
Kebara X,131,6,32.59,38.71,41.9,1.4,5.47,38.37,6.11,chert,Chert,1,0,0,0,34.93,32.56,60,63,65,1,0.269662921,534,0.777804296,29.93,234.4407,1009.556725,Unidirectional,Levant
Kebara X,151,4,35.94,19.17,27.03,7.9,3.55,17.52,4.44,chert,Chert,1,0,0,0,34.93,32.56,60,63,65,1,0.269662921,534,1.32963374,3.42,77.7888,728.95305,Unidirectional,Levant
Kebara X,154,3,44.75,22.12,25.22,11.07,7.2,18.12,4.76,chert,Chert,1,0,0,0,34.93,32.56,60,63,65,1,0.269662921,534,1.774385408,2.28,86.2512,935.610625,Unidirectional,Levant
Kebara X,180,3,47.1,38.99,30.78,3.2,7.19,39.04,7.11,chert,Chert,1,0,0,0,34.93,32.56,60,63,65,1,0.269662921,534,1.530214425,9.62,277.5744,1221.65625,Unidirectional,Levant
